#iterationNumber	varNumber	clauseNumber	itertionTime
1	12033	31875	0.2203s
2	20237	35111	0.06681s
3	28441	56511	0.0679s
4	36645	77889	0.07331s
5	44849	59311	0.0733s
6	53053	80647	0.07194s
7	61257	101967	0.07892s
8	69461	69406	0.07707s
9	77665	90670	0.07731s
10	85869	111914	0.1017s
11	94073	63579	0.09206s
12	102277	60920	0.07809s
13	110481	81978	0.1005s
14	118685	56364	0.08434s
15	126889	77392	0.1308s
16	135093	48490	0.1318s
17	143297	48151	0.1173s
18	151501	49539	0.0974s
19	159705	70519	0.1219s
20	167909	52903	0.1548s
21	176113	54616	0.1011s
22	184317	75596	0.1207s
23	192521	56438	0.1078s
24	200725	57261	0.1717s
25	208929	52505	0.1576s
26	217133	48631	0.1767s
27	225337	50414	0.2349s
28	233541	51369	0.129s
29	241745	72309	0.1247s
30	249949	53481	0.1943s
31	258153	49471	0.1715s
32	266357	49296	0.1183s
33	274561	50416	0.1209s
34	282765	71332	0.1269s
35	290969	92248	0.131s
36	299173	113160	0.1323s
37	307377	134072	0.1377s
38	315581	154980	0.1309s
39	323785	175888	0.1336s
40	331989	196792	0.132s
41	340193	217694	0.159s
42	348397	54832	0.1497s
43	356601	75732	0.1437s
44	364805	96624	0.209s
45	373009	50369	0.3533s
This is the last UNSAT round.
