#iterationNumber	varNumber	clauseNumber	itertionTime
1	1560	4119	0.02582s
2	2650	5283	0.008171s
3	3740	8075	0.00794s
4	4830	10863	0.009238s
5	5920	13647	0.009745s
6	7010	9339	0.008859s
7	8100	12089	0.009806s
8	9190	14829	0.009771s
9	10280	17569	0.01077s
10	11370	10561	0.01023s
11	12460	13265	0.01022s
12	13550	15953	0.0105s
13	14640	18629	0.01047s
14	15730	21301	0.01129s
15	16820	6809	0.01169s
16	17910	9473	0.0115s
17	19000	12133	0.01195s
18	20090	14793	0.012s
19	21180	17445	0.0147s
20	22270	6194	0.01335s
21	23360	8838	0.07018s
This is the last UNSAT round.
