#iterationNumber	varNumber	clauseNumber	itertionTime
1	4908	11255	0.0738s
2	9346	16977	0.03201s
3	13784	28517	0.03139s
4	18222	40053	0.0319s
5	22660	51573	0.03476s
6	27098	45149	0.03716s
7	31536	56669	0.04047s
8	35974	68189	0.0394s
9	40412	66797	0.03966s
10	44850	78317	0.04288s
11	49288	89837	0.04872s
12	53726	88737	0.06381s
13	58164	96035	0.05107s
14	62602	107555	0.05398s
15	67040	119075	0.05811s
16	71478	130595	0.0951s
17	75916	125193	0.05487s
18	80354	132483	0.06016s
19	84792	144003	0.06165s
20	89230	155523	0.06688s
21	93668	167043	0.09349s
22	98106	161549	0.066s
23	102544	173069	0.08202s
24	106982	174775	0.08143s
25	111420	186279	0.08108s
26	115858	197783	0.09594s
27	120296	194966	0.07703s
28	124734	206470	0.08948s
29	129172	217966	0.095s
30	133610	214046	0.07976s
31	138048	225542	0.09383s
32	142486	237038	0.08163s
33	146924	233022	0.07967s
34	151362	244518	0.1879s
35	155800	245507	0.08551s
36	160238	257003	0.2674s
37	164676	259117	0.1258s
38	169114	270599	0.3977s
39	173552	270170	0.09338s
40	177990	277515	0.2753s
41	182428	283030	0.1079s
42	186866	294490	0.2988s
43	191304	296875	0.1573s
44	195742	303846	0.1176s
45	200180	315302	0.1096s
46	204618	318282	0.1767s
47	209056	329738	0.1129s
48	213494	332422	0.3535s
49	217932	339348	0.1238s
50	222370	344752	0.1214s
51	226808	356202	0.5031s
52	231246	357668	0.5756s
53	235684	354470	0.5681s
54	240122	349810	0.1196s
55	244560	361198	0.1384s
56	248998	372582	0.1266s
57	253436	369713	0.3136s
58	257874	381097	0.3306s
59	262312	381099	0.8813s
60	266750	381519	0.149s
61	271188	392875	0.1859s
62	275626	393823	0.198s
63	280064	405179	0.4534s
64	284502	401675	0.153s
65	288940	408041	0.4196s
66	293378	412326	0.1529s
67	297816	418586	0.3799s
68	302254	429932	0.268s
69	306692	424530	0.3918s
70	311130	429070	0.2004s
71	315568	435378	0.5824s
72	320006	431975	0.5774s
73	324444	429449	0.1667s
74	328882	440721	0.1788s
75	333320	451989	0.5047s
76	337758	444994	0.5773s
77	342196	440581	0.9031s
78	346634	441726	0.1655s
79	351072	452940	0.1718s
80	355510	464154	0.758s
81	359948	455094	0.1706s
82	364386	460963	0.2145s
83	368824	472165	0.2809s
84	373262	483367	0.2356s
85	377700	479302	0.6981s
86	382138	474149	0.1779s
87	386576	485327	0.618s
88	391014	485787	0.7531s
89	395452	482571	0.2132s
90	399890	493719	0.9232s
91	404328	491777	0.2321s
92	408766	497251	0.2641s
93	413204	508395	0.5338s
94	417642	499602	0.2927s
95	422080	505061	1.97s
96	426518	480771	0.2123s
97	430956	485970	0.8251s
98	435394	478629	0.2902s
99	439832	481869	1.023s
100	444270	475883	0.5504s
101	448708	477118	1.006s
102	453146	477565	0.288s
103	457584	488529	0.2042s
104	462022	486688	0.2132s
105	466460	497650	0.513s
106	470898	479397	0.6598s
107	475336	483647	0.3124s
108	479774	486373	0.2974s
109	484212	497289	0.6112s
110	488650	492285	1.421s
111	493088	493877	0.9979s
112	497526	491594	1.036s
113	501964	493039	1.486s
114	506402	491461	1.409s
115	510840	494711	0.5311s
116	515278	499024	1.179s
117	519716	499623	4.504s
This is the last UNSAT round.
