#iterationNumber	varNumber	clauseNumber	itertionTime
1	3820	8943	0.06076s
2	7170	13144	0.02593s
3	10520	21828	0.03048s
4	13870	30508	0.03319s
5	17220	27771	0.02927s
6	20570	36443	0.02979s
7	23920	36729	0.03007s
8	27270	41431	0.02898s
9	30620	50065	0.03281s
10	33970	58669	0.03457s
11	37320	52943	0.03306s
12	40670	61547	0.05934s
13	44020	70147	0.05465s
14	47370	78747	0.04205s
15	50720	68416	0.03802s
16	54070	77008	0.04554s
17	57420	85600	0.03815s
18	60770	82064	0.06593s
19	64120	90646	0.05898s
20	67470	90318	0.04628s
21	70820	94922	0.04934s
22	74170	103496	0.04362s
23	77520	112066	0.05039s
24	80870	120636	0.062s
25	84220	111976	0.0563s
26	87570	120516	0.07186s
27	90920	116861	0.07341s
28	94270	120440	0.07043s
29	97620	123894	0.08358s
30	100970	127091	0.07474s
31	104320	135601	0.07246s
32	107670	134608	0.08696s
33	111020	138287	0.06189s
34	114370	146793	0.06983s
35	117720	155299	0.07132s
36	121070	150012	0.07258s
37	124420	158506	0.06976s
38	127770	167000	0.07143s
39	131120	161484	0.06936s
40	134470	169972	0.109s
41	137820	165842	0.08557s
42	141170	174314	0.149s
43	144520	167596	0.1616s
44	147870	170488	0.07378s
45	151220	178946	0.1285s
46	154570	175582	0.1227s
47	157920	177245	0.1011s
48	161270	175420	0.1409s
49	164620	178704	0.1418s
50	167970	181847	0.08233s
51	171320	190253	0.123s
52	174670	185514	0.1215s
53	178020	186871	0.1587s
54	181370	186834	0.2139s
55	184720	188099	0.3231s
56	188070	189695	0.1257s
57	191420	192738	0.2209s
58	194770	195692	0.1565s
59	198120	197591	0.2376s
60	201470	199940	0.1119s
61	204820	203177	0.09284s
62	208170	211509	0.1243s
63	211520	219817	0.3724s
64	214870	195312	0.5108s
65	218220	196356	0.367s
66	221570	197447	0.2197s
67	224920	198739	0.376s
68	228270	200462	0.1691s
69	231620	202159	0.101s
70	234970	210375	0.4272s
71	238320	206930	1.79s
This is the last UNSAT round.
