#iterationNumber	varNumber	clauseNumber	itertionTime
1	3002	7123	0.06499s
2	5728	11086	0.02855s
3	8454	18290	0.03251s
4	11180	25494	0.02676s
5	13906	24180	0.02947s
6	16632	31384	0.02554s
7	19358	33058	0.02905s
8	22084	40262	0.03118s
9	24810	41968	0.02999s
10	27536	49172	0.03093s
11	30262	56376	0.02953s
12	32988	63580	0.03642s
13	35714	59794	0.04267s
14	38440	66998	0.03382s
15	41166	74202	0.03466s
16	43892	81406	0.036s
17	46618	77636	0.0435s
18	49344	84840	0.03509s
19	52070	92044	0.03725s
20	54796	91024	0.04167s
21	57522	98228	0.03929s
22	60248	105432	0.05125s
23	62974	112636	0.04019s
24	65700	108942	0.04447s
25	68426	116146	0.04936s
26	71152	123350	0.04571s
27	73878	130554	0.08505s
28	76604	126796	0.09782s
29	79330	134000	0.06842s
30	82056	135744	0.06979s
31	84782	142948	0.06312s
32	87508	144614	0.05766s
33	90234	151818	0.07755s
34	92960	159022	0.05476s
35	95686	166226	0.0599s
36	98412	162318	0.07741s
37	101138	169522	0.1072s
38	103864	171178	0.07489s
39	106590	178382	0.07427s
40	109316	180062	0.1224s
41	112042	184410	0.07151s
42	114768	191612	0.1964s
43	117494	193062	0.09473s
44	120220	194115	0.08247s
45	122946	201285	0.09632s
46	125672	208455	0.07348s
47	128398	207165	0.09296s
48	131124	214335	0.09388s
49	133850	221505	0.0984s
50	136576	220209	0.08415s
51	139302	227379	0.08085s
52	142028	234549	0.2301s
53	144754	233088	0.1317s
54	147480	230912	0.09934s
55	150206	238040	0.117s
56	152932	239444	0.3159s
57	155658	243705	0.4992s
58	158384	247971	0.157s
59	161110	252272	0.1029s
60	163836	256555	0.09056s
61	166562	263683	0.346s
62	169288	265049	0.0891s
63	172014	269284	0.1067s
64	174740	276412	1.609s
65	177466	276913	0.9614s
66	180192	281084	0.4246s
67	182918	285310	1.175s
68	185644	289359	0.1027s
69	188370	293652	0.1197s
70	191096	300774	0.7141s
71	193822	302252	0.1248s
72	196548	306568	0.2839s
73	199274	310884	0.1774s
74	202000	318006	0.1196s
75	204726	325128	0.5812s
76	207452	323648	0.1181s
77	210178	327886	0.1701s
78	212904	335008	0.1538s
79	215630	342130	0.1169s
80	218356	349252	0.1645s
81	221082	344802	0.1623s
82	223808	351924	8.999s
83	226534	353225	0.1152s
84	229260	357409	0.1613s
85	231986	364531	0.1448s
86	234712	371653	0.4223s
87	237438	370037	0.1874s
88	240164	377159	0.4229s
89	242890	378545	0.1209s
90	245616	385667	0.1259s
91	248342	392789	0.182s
92	251068	391214	0.1655s
93	253794	398336	0.1705s
94	256520	405458	1.341s
95	259246	404032	3.293s
96	261972	408090	0.1394s
97	264698	412334	0.1486s
98	267424	419456	1.116s
99	270150	415994	1.871s
100	272876	410807	0.1501s
101	275602	415011	0.1449s
102	278328	422103	0.6905s
103	281054	423419	0.3859s
104	283780	427597	1.139s
105	286506	431597	0.2137s
106	289232	435767	0.8906s
107	291958	439928	0.1989s
108	294684	444072	1.58s
109	297410	448110	4.63s
110	300136	451178	0.1703s
111	302862	458270	2.341s
112	305588	459434	0.2241s
113	308314	463588	2.474s
114	311040	467586	1.658s
115	313766	471616	0.1728s
116	316492	475722	5.656s
117	319218	479065	1.016s
118	321944	483229	0.4498s
119	324670	487431	0.7293s
120	327396	491607	0.4232s
121	330122	495793	0.1737s
122	332848	502885	1.503s
123	335574	504133	0.64s
124	338300	508309	0.1879s
125	341026	512457	0.2202s
126	343752	519549	0.5528s
127	346478	526641	6.273s
128	349204	524810	0.2034s
129	351930	528952	1.366s
130	354656	533094	1.11s
131	357382	536832	10.96s
132	360108	540840	1.76s
133	362834	544964	0.2031s
134	365560	549104	12.41s
135	368286	548692	0.6127s
136	371012	552840	0.1861s
137	373738	559924	0.2325s
138	376464	567008	16.21s
139	379190	563693	15.05s
140	381916	565377	1.071s
141	384642	565851	3.752s
142	387368	567282	0.2257s
143	390094	567404	1.653s
144	392820	568893	1.37s
145	395546	572949	1.356s
146	398272	575542	0.2609s
147	400998	582606	2.792s
148	403724	574737	0.2663s
149	406450	574777	3.384s
150	409176	575993	4.264s
151	411902	579328	0.2235s
152	414628	580557	2.986s
153	417354	576797	2.237s
154	420080	577418	0.8743s
155	422806	581380	1.668s
156	425532	581110	1.025s
157	428258	584889	0.8606s
158	430984	584700	1.924s
159	433710	587941	0.2113s
160	436436	594957	1.149s
161	439162	589145	4.087s
162	441888	589621	0.6777s
163	444614	593577	1.611s
164	447340	597375	1.138s
165	450066	601090	1.394s
166	452792	600660	0.4225s
167	455518	604514	4.381s
168	458244	608305	4.462s
169	460970	612051	6.947s
170	463696	615668	0.326s
171	466422	618969	2.863s
172	469148	622773	0.2356s
173	471874	624000	2.216s
174	474600	623551	0.3102s
175	477326	630547	2.01s
176	480052	631044	1.968s
177	482778	634425	15.34s
This is the last UNSAT round.
