#iterationNumber	varNumber	clauseNumber	itertionTime
1	871	2401	0.0332
2	1709	4735	0.0372
3	2547	7057	0.0378
4	3385	9367	0.0498
5	4223	11673	0.0493
6	5061	13979	0.053
7	5899	16269	0.0628
8	6737	18559	0.0702
9	7575	20849	0.0783
10	8413	23139	0.0771
11	9251	25429	0.0773
12	10089	27719	0.0836
13	10927	30009	0.0925
14	11765	32299	0.0927
15	12603	34589	0.0984
16	13441	36875	0.0939
17	14279	39161	0.1164
18	15117	41447	0.1151
19	15955	43733	0.1169
20	16793	46011	0.1231
21	17631	48289	0.126
22	18469	50567	0.127
23	19307	52845	0.1373
24	20145	55123	0.1383
25	20983	57401	0.1369
26	21821	59675	0.1601
27	22659	61949	0.1448
28	23497	64223	0.139
29	24335	66481	0.152
30	25173	68735	0.1774
31	26011	70989	0.1576
32	26849	73243	0.1679
33	27687	75485	0.1665
34	28525	77719	0.1707
35	29363	79949	0.171
36	30201	82175	0.1733
37	31039	84393	0.2099
38	31877	86599	0.2366
39	32715	88801	0.2314
40	33553	90999	0.1946
41	34391	93193	0.2142
The last iteration is UNSAT.
The total time used (including file parse time) is
5.3697 s
