#iterationNumber	varNumber	clauseNumber	itertionTime
1	283841	868643	0.0457
2	283841	868643	0.0581
3	283841	868643	0.0656
4	283841	868643	0.0821
5	283841	868643	0.1021
6	283841	868643	0.1158
7	283841	868643	0.1183
8	283841	868643	0.1328
9	283841	868643	0.1624
10	283841	868643	0.1669
11	283841	868643	0.1743
12	283841	868643	0.2035
13	283841	868643	0.2143
14	283841	868643	0.2242
15	283841	868643	0.232
16	283841	868643	0.2957
17	283841	868643	0.2953
18	283841	868643	0.3108
19	283841	868643	0.3048
20	283841	868643	0.4467
The last iteration is UNSAT.
The total time used (including file parse time) is
4.0407 s
