#iterationNumber	varNumber	clauseNumber	itertionTime
1	1831	4397	0.0587
2	3629	9207	0.0605
3	5427	14017	0.0785
4	7225	18827	0.0821
5	9023	23637	0.0927
6	10821	28447	0.1072
7	12619	33257	0.1081
8	14417	38067	0.1263
9	16215	42877	0.1449
10	18013	47687	0.1502
11	19811	52497	0.1519
12	21609	57267	0.1909
13	23407	62037	0.2049
14	25205	66807	0.2085
15	27003	71565	0.2072
16	28801	76323	0.2072
17	30599	81081	0.2245
18	32397	85839	0.2485
19	34195	90597	0.2536
20	35993	95355	0.2893
21	37791	100113	0.286
22	39589	104871	0.2901
23	41387	109629	0.3311
24	43185	114387	0.3312
25	44983	119145	0.329
26	46781	123903	0.3628
27	48579	128649	0.3558
28	50377	133395	0.3586
29	52175	138117	0.4552
30	53973	142839	0.3827
31	55771	147561	0.407
32	57569	152283	0.4075
33	59367	157005	0.4387
34	61165	161727	0.4364
35	62963	166449	0.4493
36	64761	171171	0.4572
37	66559	175893	0.5598
38	68357	180615	0.6167
39	70155	185337	0.515
40	71953	190059	0.6484
41	73751	194781	0.5168
42	75549	199503	0.6305
43	77347	204225	0.5576
44	79145	208947	0.6074
45	80943	213669	0.6497
46	82741	218391	0.5993
47	84539	223113	0.654
48	86337	227835	0.64
49	88135	232557	0.645
50	89933	237279	0.7919
51	91731	242001	0.7742
52	93529	246711	0.7026
53	95327	251421	0.6738
54	97125	256131	0.7507
55	98923	260841	0.8554
56	100721	265551	0.7377
57	102519	270261	0.8597
58	104317	274971	0.8804
59	106115	279681	0.8042
60	107913	284391	0.8588
61	109711	289101	1.0271
62	111509	293811	0.9227
63	113307	298521	0.8484
64	115105	303231	0.8664
65	116903	307941	0.9562
66	118701	312651	0.8805
67	120499	317361	0.8519
68	122297	322071	0.972
69	124095	326781	1.1022
70	125893	331491	1.0627
71	127691	336201	1.0081
72	129489	340911	1.1004
73	131287	345621	1.0592
74	133085	350331	1.0014
75	134883	355041	0.9985
76	136681	359751	1.4174
77	138479	364457	1.0202
78	140277	369159	1.164
79	142075	373857	1.4523
80	143873	378555	1.2111
81	145671	383249	1.4625
82	147469	387939	1.217
83	149267	392625	1.3567
84	151065	397307	1.3335
85	152863	401985	1.1718
86	154661	406659	1.4651
87	156459	411329	1.5123
88	158257	415999	1.2361
89	160055	420669	1.7532
90	161853	425335	1.4374
91	163651	429997	1.6707
92	165449	434659	1.2922
93	167247	439321	1.2128
94	169045	443983	1.4607
95	170843	448641	1.6831
96	172641	453295	1.4311
97	174439	457949	2.2321
98	176237	462599	4.1282
The last iteration is UNSAT.
The total time used (including file parse time) is
77.1641 s
