#iterationNumber	varNumber	clauseNumber	itertionTime
1	985	2889	0.0381
2	1937	6127	0.0412
3	2889	9365	0.0568
4	3841	12603	0.0744
5	4793	15841	0.0704
6	5745	19079	0.085
7	6697	22317	0.0779
8	7649	25555	0.1111
9	8601	28793	0.1116
10	9553	32031	0.2441
11	10505	35269	0.2366
12	11457	38507	0.2939
13	12409	41745	0.2917
14	13361	44983	0.1598
15	14313	48221	0.1506
16	15265	51459	0.2092
17	16217	54697	0.7177
18	17169	57935	0.1774
19	18121	61173	0.3804
20	19073	64411	0.3701
21	20025	67649	0.743
22	20977	70887	1.0248
23	21929	74125	0.4275
24	22881	77363	1.5684
25	23833	80601	8.1649
The last iteration is UNSAT.
The total time used (including file parse time) is
16.0394 s
