#iterationNumber	varNumber	clauseNumber	itertionTime
1	2717	6803	0.0719
2	5401	15067	0.1087
3	8085	23331	0.1193
4	10769	31595	0.1508
5	13453	39859	0.1725
6	16137	48123	0.1966
7	18821	56387	0.21
8	21505	64651	0.2361
9	24189	72915	0.2636
10	26873	81179	0.3246
11	29557	89443	0.3201
12	32241	97707	0.3576
13	34925	105971	0.3703
14	37609	114235	0.403
15	40293	122499	0.4376
16	42977	130763	0.4485
17	45661	139027	0.5278
18	48345	147291	0.4923
19	51029	155555	0.5476
20	53713	163819	0.6237
21	56397	172083	0.6349
22	59081	180347	0.7514
23	61765	188611	0.6471
24	64449	196875	0.7013
25	67133	205139	0.6998
26	69817	213403	0.7496
27	72501	221667	0.7486
28	75185	229931	0.8127
29	77869	238195	1.015
30	80553	246459	0.939
31	83237	254723	1.0608
32	85921	262987	0.9249
33	88605	271251	0.997
34	91289	279515	1.064
35	93973	287779	1.0438
36	96657	296043	1.082
37	99341	304307	1.0572
38	102025	312571	1.282
39	104709	320835	1.2544
40	107393	329099	1.1893
41	110077	337363	1.4201
42	112761	345627	1.3616
43	115445	353891	1.5918
44	118129	362155	1.7217
45	120813	370419	1.2672
46	123497	378683	1.4022
47	126181	386947	1.535
48	128865	395211	1.5154
49	131549	403475	1.9244
50	134233	411739	1.6328
51	136917	420003	1.549
52	139601	428267	1.9836
53	142285	436531	2.0137
54	144969	444795	2.6101
55	147653	453059	2.3272
56	150337	461323	2.3821
57	153021	469587	2.7119
58	155705	477851	2.6752
59	158389	486115	3.0202
60	161073	494379	2.8975
61	163757	502643	2.2765
62	166441	510907	2.6116
63	169125	519171	3.0416
64	171809	527435	3.2485
65	174493	535699	5.5229
66	177177	543963	5.3151
67	179861	552227	3.2336
68	182545	560491	3.6019
69	185229	568755	7.8103
70	187913	577019	3.3499
71	190597	585283	6.0461
72	193281	593547	4.1551
73	195965	601811	4.5209
74	198649	610075	6.9562
75	201333	618339	8.1584
76	204017	626603	8.8718
77	206701	634867	4.2544
78	209385	643131	4.5852
79	212069	651395	10.9759
80	214753	659659	7.0897
81	217437	667923	7.335
82	220121	676187	15.0104
83	222805	684451	30.2961
84	225489	692715	6.7969
85	228173	700979	15.0002
86	230857	709243	76.529
The last iteration is UNSAT.
The total time used (including file parse time) is
323.5689 s
