#iterationNumber	varNumber	clauseNumber	itertionTime
1	10095	26603	0.1938s
2	17581	34405	0.0683s
3	25067	54847	0.06371s
4	32553	75289	0.07698s
5	40039	92119	0.1051s
6	47525	105222	0.07827s
7	55011	125490	0.09854s
8	62497	145758	0.08768s
9	69983	158784	0.08728s
10	77469	179052	0.1231s
11	84955	199320	0.1313s
12	92441	212295	0.09651s
13	99927	228972	0.1063s
14	107413	249238	0.1349s
15	114899	269496	0.1045s
16	122385	281512	0.2719s
17	129871	299168	0.1179s
18	137357	319422	0.1397s
19	144843	339632	0.1521s
20	152329	346389	0.2963s
21	159815	366581	0.2573s
22	167301	369631	0.2428s
23	174787	333935	0.1638s
24	182273	236280	0.179s
25	189759	256046	0.1409s
26	197245	245308	0.1562s
27	204731	265060	0.1377s
28	212217	260063	0.1578s
29	219703	279787	0.1412s
30	227189	299467	0.2057s
31	234675	247383	0.155s
32	242161	267011	0.2102s
33	249647	227690	0.1844s
34	257133	190884	0.2256s
35	264619	161776	0.1651s
36	272105	181136	0.1418s
37	279591	158672	0.1501s
38	287077	177990	0.2386s
39	294563	161876	0.3133s
40	302049	144574	0.1667s
41	309535	163768	0.1461s
42	317021	182962	0.1841s
43	324507	155183	0.1492s
44	331993	174373	0.1544s
45	339479	193551	0.1674s
46	346965	159296	0.1577s
47	354451	178474	0.2198s
48	361937	164758	0.3889s
49	369423	167198	0.1664s
50	376909	170362	0.1671s
51	384395	189536	0.1957s
52	391881	208710	0.169s
53	399367	227884	0.1747s
54	406853	247058	0.1843s
55	414339	186212	0.1746s
56	421825	205386	0.1933s
57	429311	224498	0.1783s
58	436797	243606	0.2168s
59	444283	175146	0.2357s
60	451769	194248	0.1917s
61	459255	176771	0.1798s
62	466741	195873	0.2036s
63	474227	214951	0.2025s
64	481713	169834	0.1889s
65	489199	188892	0.3521s
66	496685	169109	0.1967s
67	504171	188155	0.1911s
68	511657	207201	0.2038s
69	519143	226247	0.2332s
70	526629	175529	0.2346s
71	534115	194553	0.3411s
72	541601	168504	0.2182s
73	549087	187494	0.2431s
74	556573	150273	0.2669s
75	564059	151037	0.2387s
76	571545	169999	0.2181s
77	579031	146747	0.2189s
78	586517	165709	0.2183s
79	594003	184671	0.2856s
80	601489	151204	0.2667s
81	608975	151767	0.2233s
82	616461	170709	0.2899s
83	623947	141894	0.3107s
84	631433	131644	0.3322s
85	638919	124554	0.5355s
This is the last UNSAT round.
