#iterationNumber	varNumber	clauseNumber	itertionTime
1	9500	23315	0.1553s
2	17258	32224	0.05627s
3	25016	52768	0.06646s
4	32774	49606	0.06336s
5	40532	70126	0.07264s
6	48290	66603	0.07877s
7	56048	71060	0.08407s
8	63806	91534	0.0969s
9	71564	89349	0.1055s
10	79322	95039	0.08852s
11	87080	115495	0.137s
12	94838	114116	0.1308s
13	102596	118964	0.1526s
14	110354	124181	0.09658s
15	118112	144583	0.09284s
16	125870	139224	0.1412s
17	133628	146533	0.1208s
18	141386	166899	0.1217s
19	149144	160502	0.2073s
20	156902	163948	0.1556s
21	164660	167662	0.1426s
22	172418	170523	0.1231s
23	180176	190793	0.1267s
24	187934	185115	0.1705s
25	195692	190307	0.164s
26	203450	210555	0.1739s
27	211208	204683	0.1801s
28	218966	208354	0.2084s
29	226724	208873	0.1831s
30	234482	215519	0.1777s
31	242240	235705	0.1626s
32	249998	223619	0.1437s
33	257756	243753	0.1491s
34	265514	263885	0.1856s
35	273272	239627	0.1726s
36	281030	259755	0.233s
37	288788	255644	0.2339s
38	296546	258124	0.2247s
39	304304	266471	0.1739s
40	312062	286551	0.4462s
41	319820	245634	0.1814s
42	327578	265554	0.196s
43	335336	254331	0.2934s
44	343094	255306	0.2217s
45	350852	259877	0.2868s
46	358610	262522	0.2191s
47	366368	266249	0.2248s
48	374126	269730	0.2044s
49	381884	289570	0.2941s
50	389642	274473	0.3138s
51	397400	280602	0.3208s
52	405158	284308	0.229s
53	412916	288078	0.204s
54	420674	307848	0.4404s
55	428432	288565	0.3204s
56	436190	290137	0.2705s
57	443948	283158	0.2076s
58	451706	302832	0.212s
59	459464	322506	0.3749s
60	467222	274814	0.2377s
61	474980	294446	0.2391s
62	482738	285460	0.2559s
63	490496	305088	0.2091s
64	498254	324716	0.2374s
65	506012	289842	0.2355s
66	513770	309418	0.2668s
67	521528	283141	0.2921s
68	529286	276577	0.3164s
69	537044	296089	0.2891s
70	544802	282014	0.2554s
71	552560	272218	0.2235s
72	560318	291660	0.425s
73	568076	274274	0.3643s
74	575834	271675	0.2335s
75	583592	291047	0.3055s
76	591350	261014	0.2499s
77	599108	280378	0.2394s
78	606866	267894	0.2411s
79	614624	287242	0.3739s
80	622382	269595	0.4577s
81	630140	269019	0.2708s
82	637898	288331	0.2735s
83	645656	265106	0.4491s
84	653414	263242	0.2667s
85	661172	282494	0.3233s
86	668930	257458	0.2414s
87	676688	276678	0.2519s
88	684446	295898	0.2942s
89	692204	251801	0.2581s
90	699962	271013	0.2586s
91	707720	290225	0.2623s
92	715478	309437	0.3981s
93	723236	252127	0.2636s
94	730994	253585	0.3189s
95	738752	272777	0.323s
96	746510	255245	0.406s
97	754268	255215	0.2778s
98	762026	258251	0.3328s
99	769784	277413	0.3376s
100	777542	260151	0.3794s
101	785300	260982	0.2984s
102	793058	258293	0.4471s
103	800816	259180	0.2796s
104	808574	278314	0.5251s
105	816332	257876	0.4174s
106	824090	255949	0.2838s
107	831848	258081	0.2862s
108	839606	277171	0.2951s
109	847364	296255	0.2904s
110	855122	315335	0.3049s
111	862880	334411	0.3009s
112	870638	353483	0.3504s
113	878396	265400	0.3147s
114	886154	284472	0.3047s
115	893912	303544	0.323s
116	901670	322616	0.3261s
117	909428	273601	0.3372s
118	917186	292665	0.7249s
119	924944	274249	0.3227s
120	932702	293303	0.309s
121	940460	312353	0.3103s
122	948218	331399	0.4828s
123	955976	277172	0.3132s
124	963734	296202	0.4381s
125	971492	269681	0.5191s
126	979250	266449	0.3179s
127	987008	285443	0.3199s
128	994766	304431	0.3293s
129	1002524	323415	0.3252s
130	1010282	342395	0.304s
This is the last UNSAT round.
