#iterationNumber	varNumber	clauseNumber	itertionTime
1	6492	16923	0.1209s
2	11242	21357	0.03784s
3	15992	34005	0.03729s
4	20742	46637	0.04177s
5	25492	28156	0.03889s
6	30242	40780	0.04313s
7	34992	53394	0.04579s
8	39742	33165	0.04656s
9	44492	34286	0.04461s
10	49242	46854	0.04631s
11	53992	59400	0.05015s
12	58742	38125	0.04815s
13	63492	50659	0.05121s
14	68242	63165	0.05594s
15	72992	38963	0.05265s
16	77742	51451	0.05898s
17	82492	40506	0.05759s
18	87242	52974	0.05502s
19	91992	65418	0.06343s
20	96742	42619	0.0597s
21	101492	55047	0.06291s
22	106242	43152	0.06353s
23	110992	55562	0.06882s
24	115742	43036	0.06289s
25	120492	55412	0.06318s
26	125242	67784	0.07846s
27	129992	44929	0.06901s
28	134742	42603	0.06929s
29	139492	54931	0.07598s
30	144242	42979	0.07231s
31	148992	55295	0.07445s
32	153742	67607	0.07114s
33	158492	79911	0.08802s
34	163242	45229	0.07152s
35	167992	57525	0.0858s
36	172742	46586	0.07596s
37	177492	58876	0.09489s
38	182242	46356	0.07825s
39	186992	58628	0.09774s
40	191742	47264	0.08226s
41	196492	59516	0.08898s
42	201242	45895	0.08408s
43	205992	58139	0.08604s
44	210742	70379	0.08699s
45	215492	82617	0.08674s
46	220242	94851	0.09063s
47	224992	107079	0.1028s
48	229742	47665	0.09535s
49	234492	59881	0.09236s
50	239242	72093	0.09616s
51	243992	84301	0.1019s
52	248742	46451	0.09436s
53	253492	58651	0.09408s
54	258242	70847	0.1047s
55	262992	83039	0.1255s
56	267742	46613	0.1094s
57	272492	46724	0.09881s
58	277242	58904	0.1057s
59	281992	71080	0.1461s
60	286742	43666	0.117s
61	291492	43677	0.1048s
62	296242	55833	0.2405s
63	300992	43885	0.1094s
64	305742	44371	0.1116s
65	310492	56507	0.2162s
66	315242	42584	0.1092s
67	319992	54714	0.1149s
68	324742	66838	0.3292s
This is the last UNSAT round.
