#iterationNumber	varNumber	clauseNumber	itertionTime
1	9819	26167	0.1818s
2	17029	32043	0.05671s
3	24239	51285	0.0649s
4	31449	42711	0.05753s
5	38659	61897	0.06723s
6	45869	47787	0.06112s
7	53079	66933	0.06701s
8	60289	86071	0.08172s
9	67499	59378	0.07646s
10	74709	62658	0.07941s
11	81919	81766	0.07208s
12	89129	100870	0.07925s
13	96339	76407	0.08079s
14	103549	95487	0.08102s
15	110759	114567	0.1032s
16	117969	133647	0.08963s
17	125179	97727	0.08443s
18	132389	116807	0.08767s
19	139599	135887	0.1625s
20	146809	154967	0.1003s
21	154019	118625	0.1047s
22	161229	137697	0.09449s
23	168439	156769	0.1361s
24	175649	175811	0.112s
25	182859	128826	0.1488s
26	190069	147866	0.1069s
27	197279	137602	0.1105s
28	204489	156638	0.1417s
29	211699	146639	0.1098s
30	218909	165671	0.1484s
31	226119	155147	0.1127s
32	233329	174173	0.1266s
33	240539	193195	0.1168s
34	247749	212217	0.137s
35	254959	170198	0.1206s
36	262169	189204	0.1325s
37	269379	208206	0.1512s
38	276589	227200	0.1713s
39	283799	172940	0.1359s
40	291009	191928	0.1563s
41	298219	148710	0.1299s
42	305429	167630	0.1417s
43	312639	186542	0.1385s
44	319849	205454	0.1615s
45	327059	157736	0.1406s
46	334269	176640	0.1632s
47	341479	195540	0.1559s
48	348689	166336	0.2109s
49	355899	185228	0.1662s
50	363109	170110	0.1555s
51	370319	188964	0.1555s
52	377529	207818	0.1723s
53	384739	173822	0.1703s
54	391949	192672	0.1712s
55	399159	211514	0.1627s
56	406369	230356	0.1889s
57	413579	179984	0.1802s
58	420789	198826	0.2045s
59	427999	217668	0.2484s
60	435209	186594	0.1987s
61	442419	205410	0.2318s
62	449629	185849	0.1915s
63	456839	204625	0.2026s
64	464049	181530	0.1877s
65	471259	200306	0.19s
66	478469	219082	0.2401s
67	485679	188338	0.2595s
68	492889	190208	0.2691s
69	500099	208980	0.2499s
70	507309	195346	0.214s
71	514519	214118	0.2466s
72	521729	200424	0.2288s
73	528939	219192	0.245s
74	536149	204812	0.2131s
75	543359	223578	0.211s
76	550569	242342	0.2963s
77	557779	210784	0.333s
78	564989	213290	0.3094s
79	572199	215461	0.2459s
80	579409	234217	0.2354s
81	586619	215774	0.3168s
82	593829	198812	0.213s
83	601039	217506	0.2643s
84	608249	236192	0.2485s
85	615459	193082	0.2452s
86	622669	211760	0.4339s
87	629879	190482	0.2792s
88	637089	192296	0.3865s
89	644299	194044	0.2522s
90	651509	212716	0.4226s
91	658719	197023	0.3413s
92	665929	197120	0.437s
93	673139	198830	0.6292s
94	680349	191457	0.2989s
95	687559	178227	0.8114s
This is the last UNSAT round.
